source_id	logical_source_id	project_or_publisher	source_type	host	language	content_origin	priority	title	url	canonical_url	retrieval_url	local_path	first_seen_run	last_checked_run	first_seen_date	last_checked_date	content_published_date	content_modified_date	content_hash	translation_method	translator	original_url	quality_status	quality_score	quality_notes	access_status	supersedes_source_id	date	notes	version
GE-GALA-README	GE-GALA-README	gala-gopher	README	gitee.com	zh-CN	original_chinese	primary	gala-gopher README	https://gitee.com/openeuler/gala-gopher/blob/master/README.md	https://gitee.com/openeuler/gala-gopher/blob/master/README.md	https://gitee.com/openeuler/gala-gopher/blob/master/README.md	sources/gitee/gala-gopher_README.md	pre-ledger-v1.1.0	pre-ledger-v1.1.0	2026-09-04	2026-09-05			cfd381460763a27683093c15f9c3b63cb9c020a0d77780905cd3ea74de88f152	not_applicable			accepted	90	Official openEuler repository; page notes migration to AtomGit.	accessible_snapshot		2026-09-04	Official openEuler repository; page notes migration to AtomGit.	v1.1.0
GE-GALA-TECH	GE-GALA-TECH	gala-gopher	technical reference	gitee.com	zh-CN	original_chinese	primary	gala-gopher technical metrics reference	https://gitee.com/openeuler/gala-docs/blob/master/gopher_tech.md	https://gitee.com/openeuler/gala-docs/blob/master/gopher_tech.md	https://gitee.com/openeuler/gala-docs/blob/master/gopher_tech.md	sources/gitee/gala-gopher_tech.md	pre-ledger-v1.1.0	pre-ledger-v1.1.0	2026-09-04	2026-09-05			a6eaac972beab3607195497d9413baf61a663e72fdcacb6958842996ed46cd61	not_applicable			accepted	90	Large Chinese metrics reference.	accessible_snapshot		2026-09-04	Large Chinese metrics reference.	v1.1.0
GE-KMESH	GE-KMESH	Kmesh	development guide	gitee.com	zh-CN	original_chinese	primary	Kmesh development guide	https://gitee.com/openeuler/Kmesh/blob/master/docs/kmesh_development_guide.md	https://gitee.com/openeuler/Kmesh/blob/master/docs/kmesh_development_guide.md	https://gitee.com/openeuler/Kmesh/blob/master/docs/kmesh_development_guide.md	sources/gitee/kmesh_development_guide.md	pre-ledger-v1.1.0	pre-ledger-v1.1.0	2026-09-04	2026-09-05			00b9e8ce634f8a161145b1e545198a76f2d489d57985262e1c06c5b9e6e95acf	not_applicable			accepted	90	Official openEuler repository; page notes migration to AtomGit.	accessible_snapshot		2026-09-04	Official openEuler repository; page notes migration to AtomGit.	v1.1.0
GE-SYSAK	GE-SYSAK	SysAK	tool documentation	gitee.com	zh-CN	original_chinese	primary	runqslower documentation	https://gitee.com/anolis/sysak/blob/opensource_branch/source/tools/detect/sched/runqslower/README.md	https://gitee.com/anolis/sysak/blob/opensource_branch/source/tools/detect/sched/runqslower/README.md	https://gitee.com/anolis/sysak/blob/opensource_branch/source/tools/detect/sched/runqslower/README.md	sources/gitee/sysak_runqslower_README.md	pre-ledger-v1.1.0	pre-ledger-v1.1.0	2026-09-04	2026-09-05			455c383ce0ec03290fccb62191cde77c8a9c7fc9ece2dce3190e25a7a0a466e5	not_applicable			accepted	90	Official OpenAnolis repository.	accessible_snapshot		2026-09-04	Official OpenAnolis repository.	v1.1.0
WEB-DEEPFLOW	WEB-DEEPFLOW	DeepFlow	blog	www.deepflow.io	zh-CN	original_chinese	primary	基于开源的全栈全链路可观测性建设实践	https://www.deepflow.io/blog/zh/006-build-observability-platorm-based-on-open-source-components/index.html	https://www.deepflow.io/blog/zh/006-build-observability-platorm-based-on-open-source-components/index.html	https://www.deepflow.io/blog/zh/006-build-observability-platorm-based-on-open-source-components/index.html	sources/web/deepflow_open_source_observability_blog.html	pre-ledger-v1.1.0	pre-ledger-v1.1.0	2026-09-04	2026-09-05			143dffac668c699c34f301f45ed800747c709f487aeb731205440afa2468a218	not_applicable			accepted	90	Official Chinese blog.	accessible_snapshot		2026-09-04	Official Chinese blog.	v1.1.0
WEB-N9E	WEB-N9E	Nightingale	product documentation	n9e.github.io	zh-CN	original_chinese	primary	夜莺项目介绍	https://n9e.github.io/zh/docs/prologue/introduction/	https://n9e.github.io/zh/docs/prologue/introduction/	https://n9e.github.io/zh/docs/prologue/introduction/	sources/web/nightingale_introduction.html	pre-ledger-v1.1.0	pre-ledger-v1.1.0	2026-09-04	2026-09-05			3216082f22308a808c37694827ef1384215990837c1746f64893031c8128f6ed	not_applicable			accepted	90	Official Chinese documentation.	accessible_snapshot		2026-09-04	Official Chinese documentation.	v1.1.0
WEB-SW-GO	WEB-SW-GO	Apache SkyWalking	blog	skywalking.apache.org	zh-CN	original_chinese	primary	SkyWalking Go Toolkit Log 与 Metrics 的使用	https://skywalking.apache.org/zh/2024-10-20-skywalking-go-toolkit-metrics-log/	https://skywalking.apache.org/zh/2024-10-20-skywalking-go-toolkit-metrics-log/	https://skywalking.apache.org/zh/2024-10-20-skywalking-go-toolkit-metrics-log/	sources/web/skywalking_go_toolkit_metrics_log.html	pre-ledger-v1.1.0	pre-ledger-v1.1.0	2026-09-04	2026-09-05			cb48fc48ae609f2c1734ebfaba47c65b9335e89a9dad698b169f08b5a3155451	not_applicable			accepted	90	Official Chinese article retaining several API terms in English.	accessible_snapshot		2026-09-04	Official Chinese article retaining several API terms in English.	v1.1.0
PDF-COOLBPF	PDF-COOLBPF	CoolBPF/Alibaba Cloud	white paper	github.com	zh-CN	original_chinese	primary	eBPF 技术实践白皮书	https://github.com/aliyun/coolbpf/blob/master/docs/white-book/eBPF技术实践白皮书.pdf	https://github.com/aliyun/coolbpf/blob/master/docs/white-book/eBPF技术实践白皮书.pdf	https://github.com/aliyun/coolbpf/blob/master/docs/white-book/eBPF技术实践白皮书.pdf	sources/papers/CoolBPF_eBPF_practice_whitepaper.pdf	pre-ledger-v1.1.0	pre-ledger-v1.1.0	2026-09-04	2026-09-05			d809da4654cdc770df09be14ed1b7fc5f85baeb55b121414b03291c26fd71480	not_applicable			accepted	90	65-page official Chinese white paper.	accessible_snapshot		2026-09-04	65-page official Chinese white paper.	v1.1.0
PDF-DEEPFLOW-TKE	PDF-DEEPFLOW-TKE	DeepFlow/Tencent Cloud presentation	conference presentation	yunshan-guangzhou.oss-cn-beijing.aliyuncs.com	zh-CN	original_chinese	primary	DeepFlow 在 TKE 内部平台的可观测性实践	https://yunshan-guangzhou.oss-cn-beijing.aliyuncs.com/yunshan-ticket/pdf/85bfdb75cf8v77d8b618bf2h90a769b4_20241217152025.pdf	https://yunshan-guangzhou.oss-cn-beijing.aliyuncs.com/yunshan-ticket/pdf/85bfdb75cf8v77d8b618bf2h90a769b4_20241217152025.pdf	https://yunshan-guangzhou.oss-cn-beijing.aliyuncs.com/yunshan-ticket/pdf/85bfdb75cf8v77d8b618bf2h90a769b4_20241217152025.pdf	sources/papers/DeepFlow_TKE_observability_practice_2024.pdf	pre-ledger-v1.1.0	pre-ledger-v1.1.0	2026-09-04	2026-09-05			b0505888d2821f6baae7644c9e4a73c86f40620ffda689e80f7256d206e583b7	not_applicable			accepted	90	Officially hosted Chinese presentation; PDF metadata reports 8 pages.	accessible_snapshot		2026-09-04	Officially hosted Chinese presentation; PDF metadata reports 8 pages.	v1.1.0
WEB-SW-MESH	WEB-SW-MESH	Apache SkyWalking	blog	skywalking.apache.org	zh-CN	human_translated	fallback	使用 eBPF 诊断服务网格网络性能	https://skywalking.apache.org/zh/diagnose-service-mesh-network-performance-with-ebpf/	https://skywalking.apache.org/zh/diagnose-service-mesh-network-performance-with-ebpf/	https://skywalking.apache.org/zh/diagnose-service-mesh-network-performance-with-ebpf/	sources/web/skywalking_ebpf_service_mesh_diagnosis.html	pre-ledger-v1.1.0	pre-ledger-v1.1.0	2026-09-04	2026-09-05	2022-09-27		320d850a151adf021ed25a1e9c65afa9a5fffeab4000178620fd328a5394d3ea	community_human_translation	Apache SkyWalking website contributors	https://skywalking.apache.org/blog/diagnose-service-mesh-network-performance-with-ebpf/	accepted	75	Shows the contextual variant 柱状图 for Histogram. Chinese translation; references are marked (T).	accessible_snapshot		2026-09-04	Shows the contextual variant 柱状图 for Histogram. Chinese translation; references are marked (T).	v1.1.0
WEB-SW-HTTP	WEB-SW-HTTP	Apache SkyWalking	blog	skywalking.apache.org	zh-CN	human_translated	fallback	使用 eBPF 提升 HTTP 可观测性——L7 指标和追踪	https://skywalking.apache.org/zh/ebpf-enhanced-http-observability-l7-metrics-and-tracing/	https://skywalking.apache.org/zh/ebpf-enhanced-http-observability-l7-metrics-and-tracing/	https://skywalking.apache.org/zh/ebpf-enhanced-http-observability-l7-metrics-and-tracing/	sources/web/skywalking_ebpf_http_observability.html	pre-ledger-v1.1.0	pre-ledger-v1.1.0	2026-09-04	2026-09-05	2023-01-12		7e3c1d288ef00bf5b32d73c001a4efe827eafca998517d7518e35d5d74ee875d	community_human_translation	Apache SkyWalking website contributors	https://skywalking.apache.org/blog/ebpf-enhanced-http-observability-l7-metrics-and-tracing/	accepted	75	Official Chinese article. Chinese translation; references are marked (T).	accessible_snapshot		2026-09-04	Official Chinese article. Chinese translation; references are marked (T).	v1.1.0
WEB-OTEL-METRICS	WEB-OTEL-METRICS	OpenTelemetry	concept documentation	opentelemetry.io	zh-CN	human_translated	fallback	Metrics	https://opentelemetry.io/zh/docs/concepts/signals/metrics/	https://opentelemetry.io/zh/docs/concepts/signals/metrics/	https://opentelemetry.io/zh/docs/concepts/signals/metrics/	sources/web/opentelemetry_zh_metrics.html	pre-ledger-v1.1.0	pre-ledger-v1.1.0	2026-09-04	2026-09-05			c06f680c6effa6eab731fd66a207a9949c0f1f1a097cc4f11f45455117f3ddaa	community_human_translation	OpenTelemetry Chinese localization contributors	https://opentelemetry.io/docs/concepts/signals/metrics/	accepted	75	Standards reference used to disambiguate metric/instrument terminology. Chinese translation; references are marked (T).	accessible_snapshot		2026-09-04	Standards reference used to disambiguate metric/instrument terminology. Chinese translation; references are marked (T).	v1.1.0
